"","AlignID","Factor","tmean","FoundIn","4_Blanco","11_QC","20_QC","26_QC","36_QC","44_QC","50_QC","15_2210","16_11665","22_13","23_16","24_08082204","25_22","30_08082205","32_07082201","33_51480","38_21","39_07082204","41_20","46_15","47_51467","48_51468"
"208",203,"Factor #203",6.0748,22,23928,21214,21065,17732,20531,21683,22551,27894,29404,42212,21973,2754,16822,11361,9277,71020,17114,30194,8181,9997,225.4355,75009
"210",214,"Factor #214",6.0884,22,4935.783,4708.82,7990.523,7125.833,3734.301,7056.856,3854.852,5219.917,8922,16063,5622.973,2037.274,8605,3151.488,5525.612,4959.798,3922.427,12968,2213.304,2960.443,2617,13044.31
"211",205,"Factor #205",6.0943,22,23928,17374,21065,17731.59,20531,21683,22551.2,27894,29404.04,24382,21973,2386,16822.06,11361,6963,26623,4706,30194,8181,8855,106.903,75009
"215",206,"Factor #206",6.1611,22,2432,452.3822,8676,8660,5784,9334,18811.68,22842.4,13874,24382,6745,616,7923,3277.08,6962.766,26622.72,4623,13566,4769.19,8854.618,128.8371,58657.83
"217",208,"Factor #208",6.1739,22,1755.828,3148,8675.988,8660,3220.675,8857,2333,2187.336,7331.593,11027.66,4636,625.3626,5774.194,3043.825,1050.324,3630.49,3470,11855,4055.154,7899.175,161.735,2744
"219",220,"Factor #220",6.1916,22,1803,1737.42,2738.579,2135.112,1779,3039.603,1943,3167,4073.013,2516,2552,654.588,1723.929,1986.154,1050,5637,978,5116,535.8261,981,348.147,5759
"220",222,"Factor #222",6.1941,22,1803,1925.259,2727.749,2186.689,1859.344,3157.848,1943.451,3109,4073.013,3701.338,2552.067,757.5255,1687.968,1877.75,985.4752,5555,1268.229,4618.892,816.913,1052,403.7906,9728.459
"223",223,"Factor #223",6.2591,22,1228,1659,2299.883,2220.775,1478,3870.692,1921,3550.137,4792.754,9061.02,4049.44,388.1901,1393.566,2722.075,619,8054.693,1528.741,3621.867,816.913,1075.318,144.5948,9728
"224",224,"Factor #224",6.2809,22,1707.057,2700.388,2412.625,2308.113,1608.783,3512.419,2389,3064.359,1872,1867,4002.656,3049,5182.48,2432.297,1671,3135.821,3313.003,6523.556,719,3479.994,3135,6027.379
"225",218,"Factor #218",6.2825,22,1643.231,2763.541,2520.307,2459.303,1608.783,3691.319,2389,3063,3997,3686,3871,3049,5181,1064,3707,3249.12,3312,6522,724.4439,3479,3135,6025
"226",226,"Factor #226",6.2884,22,1642,2954.957,4027.239,3781.951,1940.436,5330.938,2215.826,2996.402,3286.32,3685.83,3328.395,1975.387,2331.002,3014.76,2169.761,3968,2181,3641.86,676.0526,2472,2211.913,6027.379
"227",219,"Factor #219",6.2936,22,2182,2985,5202,4881,2115,5402,2464.661,3550,7705,9319,4049,499.1993,4350,3402.868,1354.797,8008,1745.098,7553,817,970.0159,78.1086,9728
"228",221,"Factor #221",6.2943,22,2018.724,2985.131,5202,4881,2028,5401.751,2465,3550,7704.573,9318.833,4049,1515.99,4350.218,3663.024,1510.34,8054.693,2137.965,7553.017,777.4348,1843.926,1753.918,9728.459
"229",227,"Factor #227",6.2957,22,2182.028,2985.131,5202.419,4881.436,2115.164,5401.751,2464.661,3550.137,6373.187,1627,4049.44,465.1758,1295,2745.093,1510,8054.693,1571.528,7553,816.913,1064.091,306.8631,9728.459
"232",232,"Factor #232",6.402,22,43.44532,1403,1183,1003,1105.217,1683,717,64.3913,67.28726,82.14576,71.03524,30.76492,40.47401,766,51.08696,283.4348,30.25607,78.43478,147.7826,28.15631,42.78261,116.7252
"234",234,"Factor #234",6.4443,22,285.2609,5340.108,4179.512,4457.241,5255.193,7208.17,6008.416,253.087,1992,381.4348,236.0435,204.1304,249.8261,389.2174,1272,340.6087,159.7374,619.5217,2330,452.3913,200.167,835
"235",236,"Factor #236",6.4536,22,43.61121,9464,7539,7711,9757,12971,11763,40.19654,764.1925,212.9877,119.8144,203.9858,128.1148,359.3043,720.01,169.0252,154.8123,379.4389,1220.717,452.3913,283.6802,113.5433
"236",238,"Factor #238",6.46,22,25.18649,9464,7539.262,4933,9757,12971,11763,35.39028,299.1686,77.37415,51.51498,203.9858,41.57956,312.622,469.1885,88.20939,147.506,156.2812,359.073,385.4345,307.5933,80.84643
"237",235,"Factor #235",6.477,22,33.43858,2707,1725,4291,4367,5123,2472,33.86881,152.4963,78.63014,66.08082,203.9858,42.65074,305.6613,441.0865,125.4921,145.0435,133.6087,120.6137,181.4903,149.0207,125.8912
"239",237,"Factor #237",6.5143,22,10.82726,981,875,938,732,1125,1586,14.19273,143.0912,76.43478,47.95578,52.24792,13.36804,89.19972,19.13043,64.4126,47.26087,133.6087,90.87443,16.76583,149.0207,69.02639
"243",245,"Factor #245",6.6141,22,1629,310473.2,257148.5,213294.2,230501.8,308070.3,328826.5,3661,9197.825,9907.415,2788,645.3409,3202,6326.51,5909.184,13661,3120.432,9453.749,1408.188,7761.284,2795.167,11644.73
"244",242,"Factor #242",6.6198,22,2817,375291,379849.9,355288.7,337313.8,424412.5,392212.3,5342,11278,9907.415,5821,443.7322,3087,6025.383,1561,13661,3244.345,2465,4624.632,7249.764,2640.882,11622
"245",241,"Factor #241",6.6218,22,2193.424,588776,626349,574272,555624,723680,646586,5077,12715,9907,5821,2289,2800,7223,8450,11053.54,3244,9639,11981,10351,3514,11503
"246",243,"Factor #243",6.6236,22,1870.073,588776,626349.8,574272,555624.3,723680.3,646586,5076.869,12714.46,9907.415,5820.919,572,2799.895,7222.87,8450,11053.54,3244.345,10829.89,11980.14,10861,3514,11502.77
"248",246,"Factor #246",6.6375,22,2840.335,354246.8,256456,218464.9,192496.2,295107.6,52777.77,5341.709,11143.01,1839,1344,1625.435,3342.721,5840.291,1399,9796.843,3060.453,4879,4745.003,1071,1295,11621.9
"254",256,"Factor #256",6.7411,22,1076,1898.527,1782.356,2021.329,1705.06,1708.87,1888.37,1298,2864.077,4417.892,1385,240.7869,1367,2344.391,548.106,8008.171,1731.71,1275,248.913,779.5962,40.44958,1869.434
"255",254,"Factor #254",6.7423,22,1282,1982.203,2218.652,2021.329,1776.806,1907.877,1977.885,1380,1839,6441.649,1684,240.7869,1982,2517.958,548.106,9814.519,1224,1342,248.913,779.5962,40.41001,2055
"256",251,"Factor #251",6.7577,22,1793,2050.649,2391.941,2021.329,1776.806,1924.689,1977.885,1926,3296,6441,2161,240.7869,2268,2553.185,548.106,9814,2373,2372,249.8038,779.5962,8227.388,4973
"257",253,"Factor #253",6.7591,22,1905,2064.47,2425.392,2021.329,1776.806,1927.541,1977.885,2095,2968,5901,2240,240.7869,1630,2566.583,548.106,9757,2373.035,2372,251.4279,779.5962,11482.84,4973
"258",252,"Factor #252",6.7605,22,1905.387,2132.077,2555.55,2022,1777,1960,1974,1938.474,2935.816,6441.649,2093.487,240.7869,2225.831,2397.374,548.106,9031.258,2324.849,2231.981,250.6896,779.5962,5457.687,4782.424
"259",268,"Factor #268",6.763,22,1193.999,3318,7351,4948,17542.8,10489.22,1974,1042.861,2418.549,3713.153,1196.631,209.5506,1462.764,3229.27,209.0064,7770.087,1726.275,1575.253,155.9053,416.6344,12002.88,2878.669
"261",257,"Factor #257",6.7702,22,1507,2026.367,2395.104,2021.329,1783.149,1935.415,1977.885,1534,2814,3561.301,1899,124.1472,2225,2673.563,352.8597,3867,1750,2231.981,278.1868,371.1241,19505.52,3903
"265",262,"Factor #262",6.8043,22,1521.215,1158,932.3272,967,1046.348,1066.391,1101,1549.404,2321.675,4209.261,1902.561,230.1039,1645.081,852.6509,698.6591,9964.468,1570,1818.598,2838.642,776.0347,9395.269,4327.426
"266",258,"Factor #258",6.8045,22,1644,2717.887,1331.479,1052.496,2270.204,882.6162,834.7391,1549.404,2374,4272.391,2068,297.8569,1633,998.6043,792.8765,10224,1183,1775.007,252.5846,883.9953,51264.52,4813.815
"267",255,"Factor #255",6.8061,22,1703,1031.826,1076.23,924.3913,786.3478,997.631,834.7391,1566,2128,4209,2075,293.8433,1981,1047.82,792.8765,10224,1443,1874,138.7826,811,43899.09,4755
"269",260,"Factor #260",6.8143,22,1762,799.9425,617.8251,714.9018,759.2625,398.5595,688.7977,1565.448,2373.958,4272,2075,297.8569,1981,836.7826,800.0504,10223.78,1478.609,1877.029,168.4348,883.9953,11927.01,4813.815
"274",277,"Factor #277",6.8673,22,430.6153,9135.668,11610,11278,5302,18710.58,5596,669.7201,824.8277,803.7501,488.2861,76.56117,432.895,4143.897,559.2113,3562.763,1703.484,1416.727,558.2174,324.1145,250665.9,1969.02
"275",273,"Factor #273",6.8698,22,99.30731,9444,13006,12461,10953,18711,12825,369.4292,537.277,386.604,328.0789,100.7198,243.0861,10001,834.9231,3040.64,2349.049,1416.727,643.3913,298.9933,252381,1735.049
"276",276,"Factor #276",6.8707,22,140.3201,9444,13006,12460.53,10953,18710.58,12824.35,350.603,534.294,340.7447,325.0507,100.7198,241.5804,10001,834.9231,2955.208,2278,1416.727,506,295.7704,252380.7,1711.494
"277",289,"Factor #289",6.8759,22,938,1959.077,2630.063,1807.312,1945.446,3118.947,2126.493,1371,1846,1434,1009,142.4902,839,6996.001,372.8544,3915.013,352.7365,1416.727,777.3579,503.4545,44693.71,3517
"279",279,"Factor #279",6.8805,22,587.5537,9443.276,3723,8876.789,3151,3985,3019.222,342.2239,523.4887,336.7262,318.6972,100.7198,791.6623,6515,834.9231,2953.429,2349.049,1416.727,643,295.0974,252380.7,1710.578
"283",275,"Factor #275",6.9414,22,1739.175,2454,1607.783,1972.391,1653.344,3463.435,2415,2094.32,4934,2545,1158,321.3346,1752,30855,1049,4392.479,1248,3456,621,1049.608,103.4112,3329
"285",293,"Factor #293",6.9541,22,5508,9929,11759,10614,10396,12955,10875,9713,13087,13062,8862,2073,7510,9708,5227,14340,3713,14636,8510,4289,4111.978,18897
"286",294,"Factor #294",6.9591,22,5349,7033,11759.18,10614,10396,508,10875,9713,13087.26,13062,8862,1285,1868,9708,4531,14339.94,3713,1143,8510,4289,4020.243,18896.67
"287",295,"Factor #295",6.9623,22,5507.972,9929,10738.29,9878.306,2648,11820.15,1024,8599,13087.26,1443,2115,2073.46,7509.781,9708.359,5227,13968,3712.575,14635.62,8510.391,858,4115.64,18896.67
"292",278,"Factor #278",7.053,22,4118,9926.783,1607.783,218.9329,4566.043,3171.043,10695.22,1955,5098,787,1719,916.0869,118.3599,957,3840.789,3577.631,4169.372,1570.875,6833.261,1085,1196.348,3113
"294",271,"Factor #271",7.0941,22,8989,10329,13423,11773,8474,14254,10739,10600,22081,20897,10130,2000,11062,10235,5484,17279,5667,19909,6833,4741,1196.348,28150
"296",272,"Factor #272",7.1016,22,8989,9405,13422.52,11773,9383,14254,9322,842,22081,2296,10130,1707,7227,10235,5484,8134,5667,3936,6833,2644,1196.348,2724
"297",274,"Factor #274",7.1227,22,1209,9926.783,6425.217,7917,9205,13204.13,9321.957,6466.805,13735.38,817,3650,853,1425,7198.441,3044,1028,604,829,874,957,1196.348,702
"300",324,"Factor #324",7.3036,22,10040.07,1040,3822,11105,8208.122,1521,9849.018,10147.19,7745.541,17516.06,10092.86,1314.863,4341.48,6435.727,5497.88,35394.78,3580.954,5287.813,1759.649,5263.481,141.2609,31569.2
"301",302,"Factor #302",7.307,22,10460,11821.89,11796.54,9243.493,11618.47,12845.57,12479.96,16753,20643,22559.2,10262,1380,1489,6705,5498,38945,6110,17085,2800.823,5712,122.2174,33565
"302",326,"Factor #326",7.3091,22,1373,11856.69,12189.67,11104.8,12071.38,13232.57,12612.81,16752.93,20569,22559.2,10262.25,920,9183.196,6677.985,5497.88,38944.74,6110,16885.1,2800.823,5711.816,122.2174,33439.61
"303",300,"Factor #300",7.3127,22,10460,11857,12190,11105,12072,13233,12613,16753,20643,22559,10262,1380,9187,3299,5498,38476,5541.074,17085,2859,5712,155.4363,33565
"304",309,"Factor #309",7.357,22,10460.29,7236,12189.67,3051,8181,3951,8073,16946.71,5257,19908.8,2910.644,942,3159.813,3092.817,3543,38944.74,2079.9,17085.01,2858.475,3642,57.96409,33565
"306",315,"Factor #315",7.378,22,10460,6614.513,2631.54,3118.842,7664.426,3902.192,9536.811,10920,5257,8833,8960.279,720,3047,3415.673,3749.947,38944.74,2939,4577,789.9814,3560.766,51.72756,33565
"308",305,"Factor #305",7.3884,22,5785,2554,2135,2684,7665,2903,8073,10346.93,5875,11282.18,2911,775.72,2611,2944.862,1683,21522.78,1869.419,4197,1862.706,2810,44.25016,20959.46
"309",308,"Factor #308",7.3939,22,3025,3938,3174,3107.057,5710,3223,5260.318,7703.437,5874.99,7575.025,3517.66,542.5311,2407,1047.819,2004.669,15558.82,1518,4960.746,1409.553,2425.183,58.43478,14134.77
"311",303,"Factor #303",7.4066,22,3449,2423,3213,3227,2336,3223,3838,5450,6088,7717.751,3137,254.1418,2679.092,2755.644,1034.172,12366,2171,5321.563,627.8261,969,59.65217,10602
"313",322,"Factor #322",7.442,22,3449.343,1962,1814.781,2999.926,1489,3060.661,2124,4575.126,6123.338,3728.544,2730.299,158.0043,1546.759,2756,470.5552,8668.128,1219,3172.57,250.575,964.2372,59.65217,10503.51
"315",320,"Factor #320",7.4436,22,2308.876,2830.778,2624,3051,2675.286,2668,2615.965,3133.432,5256.924,5724.391,2910.644,381.4157,3159.813,1777.604,869,6641.242,702.9081,4576.49,518.3507,855,52.4742,6021.574
"316",328,"Factor #328",7.4532,22,2778.184,809,2346,2674.453,2143.938,840,1051,3864.251,5256.924,6096.011,2910.644,170.1475,2611.019,845.4181,1095.477,8070.058,631.0099,4404.043,306.8209,1015,52.3913,10624.9
"318",318,"Factor #318",7.4686,22,2036,1673.862,1814.781,2683.361,1464.056,1743.967,1401.473,3732,3174.468,4186,1706,158.0043,1682,6210.735,518.8729,14151.51,1125.603,5321,298.8836,885.5776,55.89379,4421
"321",311,"Factor #311",7.478,22,2472.996,1677,1083,1820.869,1947,1743.967,2091,3745,3174.468,4823,1647.789,158.0043,1567.378,6211,472.9158,5808,1018,2633.694,257.4281,723,59.65217,10602
"324",313,"Factor #313",7.502,22,2134.524,1670,1814.781,1701,1465,1737,1442,3483.768,3163,6673.167,1719.965,177.6883,2911.416,6015.126,760.1898,6674.616,1421.882,4576.49,323.5953,730.395,58.43478,8262.993
"325",319,"Factor #319",7.507,22,2218.378,1607,1815,987,1050,930,1390,2415.853,3174.468,3709.048,1480.627,99.9326,1682.002,6015.126,536.7135,5030.482,911.6705,2819.007,176.3189,750.479,58.43478,4075.045
"327",310,"Factor #310",7.5098,22,1923,1669.975,1814.781,1674.425,1432.447,1736.575,1442.052,3483.768,3569,4186.553,1480.627,70.9519,1693,5595.771,792.3085,6054,324.0435,2863,355.913,854.5923,98.17822,5203.942
"328",306,"Factor #306",7.5289,22,1946,1600.633,1581.836,1674.425,1020.212,1736.575,1516.139,3973,3766,2923.512,1730,204.8725,971,640.3938,803.3344,9000,394.7826,2912.627,348.5217,632,34.56512,9388
"330",321,"Factor #321",7.532,22,1923,1669.975,1664.511,1674.425,2050.861,1626.967,2037.54,3484,3766,2945.817,1799.248,204.8725,686,1207.17,918,9000,390,2683.507,348.5217,1134,74.90113,9388
"331",316,"Factor #316",7.5509,22,1922.782,1784,1319.642,616,1921,1108,2051,3088.357,3244.007,1757.289,1600.509,238.9069,1446.526,2133.075,523,4619.305,386.9336,1767.249,308.0238,1165.375,26.37582,5502.562
"332",307,"Factor #307",7.5548,22,1773,1947,1351.279,1159,2051,1359,2051,3972.942,3652.843,2092.739,1723.539,238.9069,1492.838,2184.001,848,7596.179,390,2394.514,334.9044,1097,28.54954,8001.185
"333",304,"Factor #304",7.5684,22,1922.782,1244,863,1161,1430,1216,1254,3709.773,3362.124,1802.485,1594.46,238.9069,1333.658,2394.869,726,6757.563,385.7232,1082,201.7759,1165.375,26.22408,6921.893
"334",314,"Factor #314",7.5945,22,1896.689,1120,820,1117,987,1326,1186,3677.768,2335.66,1864.748,1606.699,238.9069,1402.186,1670.161,936.1729,4923.674,162.4402,2424.969,100.2535,1165.375,27.75775,5765.721
"335",301,"Factor #301",7.6009,22,1383,1281.423,863.3861,946.2446,1534.935,1039.916,1450.655,1603,3597,3571,1737,204.8725,1749,1199.367,722.7583,6309,446.5652,2015,1.09681e-07,652,100.76,7035
"336",312,"Factor #312",7.61,22,977,1121.659,797.2024,863.1319,224.5407,964.6592,1280.634,3972.942,3597,3571,1751,204.8725,1439,359.904,361.5208,6305.942,446.5652,3062.037,90.81297,658,89.48876,7035
"339",325,"Factor #325",7.6259,22,1576.08,446.5339,691.3513,731.9618,317.2179,849.0363,505.9945,826,941,3570.981,1098,27.79204,587,585.5313,299.2134,6282.404,446.5652,1511.092,163.9154,683.0422,87.88382,2079
"341",341,"Factor #341",7.8341,22,47.76756,2486,3227,2932,2155,3290,2230,1191,3350,555,596,2708,400.4783,815.0435,1015,121.9524,155.3478,26490,14065,536,268.6957,1036.886
"342",342,"Factor #342",7.8348,22,47.25069,1212,3227,2932,2137.76,3342.013,2229.325,1191,3415,562.2174,596,2708,400.4783,815.0435,1004.586,88.72286,175.4783,26490,14065.28,516.2114,268.6957,1036.886
"345",346,"Factor #346",7.9134,22,583.6483,263.5713,302.6237,269.4783,270.5217,296.913,194.3913,698,1066,446.6522,332.9521,65.43478,299.0746,35.05175,88.69565,1587,251.5136,955.9244,322.9865,184.3709,346.1995,1695
"346",344,"Factor #344",7.9161,22,594.344,269.6087,225.3519,292,270.5217,296.913,194.3913,905,1129,446.6522,354.1282,65.43478,269.3355,32.13506,122.8696,1603,119.0435,892.3795,293.8377,164.9009,314.6519,1692
"347",347,"Factor #347",7.9852,22,573.7168,251.7826,417.1739,362.954,423.1304,596.7391,483.1337,634.5241,762,725,257.3838,84.03282,341.8727,9436.394,104.7857,1309,311.6522,474.8584,384.1503,220.1739,543.8355,1228
"348",345,"Factor #345",7.9877,22,594.344,370.5312,396.5646,463.9111,411.8505,735.6691,452.6036,905.1013,719,763,332.9521,267.0964,341.8727,10125.67,111.3478,1599,280.4113,629.8286,352.2673,222.6522,212.7331,1849
"349",351,"Factor #351",8.0002,22,105.0314,277.3913,574,669,780,1134,1085,752.7252,657.445,139.4671,120.6705,844.9179,262.3851,2134.627,67.30976,961.4948,202.912,708.9339,189.0575,116.0834,1159.558,193.2908
"352",353,"Factor #353",8.0511,22,35.71298,630,930,920.5652,560.1304,550,776,1728.099,102.475,1101,267.5217,2249.286,777.412,839.4535,1399.043,251.7719,122.3147,1717,114.4348,587.087,2005.652,121.2503
"353",352,"Factor #352",8.0666,22,29.88772,785,921,921,560.1304,1222,997,3175,102.7994,1151,267.5217,2249,763,59.28847,1848,104.921,172.8655,3506,114.4348,560,3523,62.16565
"354",356,"Factor #356",8.1825,22,106.2174,731,37.03494,16.0896,672,18.34866,634.5652,3994,392.913,14.6519,275.913,1574,66.08696,70.25968,767.4348,203.6479,100.2609,10.65587,17.64319,699,1653,1419
"356",359,"Factor #359",8.2252,22,73.18645,707,1298,936,656,1075,901,656.002,375.8506,150.8696,85.56522,145.1552,83.22947,206.581,9108,14204,11.77945,111.0132,31.30435,133.9546,372.4501,834.4254
"357",360,"Factor #360",8.2273,22,73.29011,1006.957,547,780,837,1113,1041,1382.848,375.8506,150.8696,85.93937,474.2596,83.25988,209.6911,9108,3632,11.75561,111.0149,31.30435,278.5591,731.4441,1471.49
"358",358,"Factor #358",8.2511,22,6.115414,619,37.24265,6.25056,4654.382,263.622,7172.957,1412,34.10681,3218,799.9448,1298,8.727951,112.9764,6667.889,130.7647,466.4348,1259.492,221.8156,4024.398,17388.09,36511.57
"360",354,"Factor #354",8.3048,22,44.52174,10909,12320,11026,10506,13184,10967,37026,3613.987,18718,4556,19840,8097,385.4442,17727,234.1012,1274.87,33914,541.2204,6179,19266,37670
"361",355,"Factor #355",8.3052,22,44.52174,10637,12320,11026,10506,13184,10966.52,37026,4190.783,18718,4555.814,19840,8097,754.0926,17727.33,233.6495,1275,33914,542.7941,6312,19266,37670
"362",363,"Factor #363",8.3143,22,23.81675,2459.646,2732.301,2201.52,2092.069,2629.218,2060.781,6396.813,8129,3262.768,1882,3598.537,2105,2225,3883,182.2214,1537,6067.239,169.4709,2679,3171.403,6000.984
"363",364,"Factor #364",8.3145,22,23.81862,2371.39,2613.165,2125.003,1981.577,2534.58,1946.868,5939.625,8129,1247,1484,3427.559,1767.585,2225.191,3586,181.0641,1537,5662.256,165.4277,3062,2862.433,5486.303
"364",357,"Factor #357",8.3223,22,32.28203,6860.304,11894.7,1794,7435.73,12420.09,10966.52,1214,3784.205,12344.04,3278.249,1094,5710.655,682.7276,4353.247,227.7803,1274.87,4544.667,540.1739,5824.615,1822,1932
"368",366,"Factor #366",8.3682,22,267.6264,1030,1153,945,761,1196,937,79.35618,707.8417,538,278.8664,45.04957,282.8078,3393.335,253.8844,977,256.7503,4784,125.2337,242.4729,310.3478,666
"369",371,"Factor #371",8.382,22,34.72126,13451.49,6457,11887.55,10527,15014.69,11316,4.330869,500.8376,543.284,10.87931,2.282894,382.621,230033.5,173.1666,446.2819,27.53278,831.2851,972,31.64804,39.23077,20.93687
"372",370,"Factor #370",8.4091,22,24.14381,13452,12949,12058,10527,15016,11314.65,6.678648e-09,16.9559,2.516958e-08,1.173249,3.457283,81.37969,230035,3.331164e-08,5475.038,76.78261,34.10711,1150,13.70251,26.50063,32.99256
"376",376,"Factor #376",8.4745,22,23.26922,911.9842,1468,961,2565,2590.493,2148.036,148.6164,116.1503,42.4457,46.53904,51,50.51391,4162,144.7344,6224.173,35.53077,210.8845,544.6894,58.35779,80.66952,207.2305
"377",375,"Factor #375",8.475,22,19.78335,1022.455,1717.816,1190.491,2565,2591,2070,198.8053,285.1073,226.5191,67.26226,62.15717,61.97137,167534.8,173.1156,8265,27.31921,258.7636,502.3136,131.3524,76.21143,230.4671
"378",377,"Factor #377",8.4882,22,18.94247,515,784,926.7617,1017,633,1397.907,112.7474,115.1085,40.65035,65.60581,36.97929,9.875463,4005,155.156,5344.142,7.417367,252.9674,552.2546,69.18946,88.19754,279.0071
"381",381,"Factor #381",8.532,22,27.87164,3849,2624,2270,1958,3919,2334,211.8726,1880.562,1640.977,61.84788,57.03992,123.0034,869.2512,107.0688,582.3504,33.33122,136.5728,60.29353,1004.123,154.15,451.9137
"382",382,"Factor #382",8.547,22,24.55289,3848.955,2552,2270,1957.783,964,2334,203.4462,605.6863,663.414,59.72901,40.23201,113.4812,432.4126,82.57011,182.174,27.46003,162.9739,54.72817,382.1868,123.3101,490.1881
"385",383,"Factor #383",8.6334,22,783,907,1282,1113,718.4264,1258,730.6881,1825,2929,1939,1080,50.27832,1094,10608.58,237.4637,485.6703,95.04509,3053,568.6245,232.8696,11.53528,5855
"387",392,"Factor #392",8.7643,22,1637,2084.395,1104.526,1119.178,1782.705,679,1069,1417,2347,570,1115,3125.653,1509,2612.792,1054,1255,1102,2064.678,944.4348,3034.858,2339.743,819
"388",389,"Factor #389",8.7661,22,2677,1883,1007,943,1005,1504,1335,2745,2300,730,2889,2209,1418,2612.792,1967,3506,1059,2065,853,1823,1648,3921
"389",395,"Factor #395",8.7693,22,2526.509,2036.541,1006.613,1119.178,1751.615,803,1336.696,2825.833,2027,623,2889.074,2845.914,942,2569.569,2079,2288.854,1127.87,2003.863,944.4348,2821.901,2255.917,3920.717
"390",387,"Factor #387",8.7723,22,2677,2085,1105,1119,1783,1005,1354,2969,2295,676,2889,3126,1504,2612.792,1967,3597,1003,2021,944,2988,2518,3921
"392",391,"Factor #391",8.8127,22,1667,1067,1210,1337,944,686,806,2968.529,1680,2298.522,2140,2846,2162,1628,1427,2028,1127.87,1614,656.2567,3034.858,2150,3921
"393",394,"Factor #394",8.8245,22,2170.683,857,1457.646,1629.93,779,1708.969,1021.566,2022.247,1722,1095.904,2076,2845.827,1795,2612.792,1780.845,1311,1127.87,2041.287,684.3527,2964.423,2339.743,3521.591
"395",390,"Factor #390",8.8493,22,2154,1438,1752.342,1644,1025,1424,984,2190,2930.074,2298,2866,2460,2583,1971.494,1518,1788.974,729.2609,2964,879.6522,1894,2100,3718
"396",388,"Factor #388",8.85,22,2154,1441,1752,1644,1054,1709,1044,2203,2930,2298,2790,2206,2432,1957,1875,1790,729,2964,880,2472,2064,3718
"397",393,"Factor #393",8.8511,22,2090,1576.997,1752.342,1643.625,1054.316,1708.969,1043.042,1114,2930.074,2298.522,2866,902,2583.122,2089.612,1719,1787.93,729.9916,2963.884,879.6522,2472.249,2099,2874
"401",399,"Factor #399",9.0845,22,68.4578,1423,1591,1366,1382,1753,1461,88.3073,282.9072,110.0172,70.34164,14.31192,109.5714,32418.51,31.30018,85.04304,32.89563,198.053,57.3164,132.9755,71.6428,94.37234
"403",400,"Factor #400",9.0916,22,81.66989,1422.986,1325,1177,1564,1750,1489,150.5877,362.0701,149.0406,65.34178,25.86962,73.27095,31667,51.30435,237.3774,96.92358,245.0488,99.64005,164.5597,86.53862,138.8816
"404",410,"Factor #410",9.1225,22,903,369,234.8291,202.7257,141.2755,179.4737,176.4391,1888.211,1557,626.2265,1379.052,179.4758,640,2600.558,202.8706,2486.69,565.343,1315,50.90282,617.6787,218.4783,3169.833
"406",406,"Factor #406",9.1498,22,1302,369,132.3913,51.19127,466.6216,136.8355,406.7826,841,1828,1040,1066,197.4134,763,416.4477,202.8706,3477,565.9018,1402,193.9565,550,19.65217,884
"408",404,"Factor #404",9.1659,22,1350,369,132.3913,189.5202,697.367,408.7826,634.9371,2180,1889,1111,1314,197.4134,822,416.5043,202.8706,3477,566,1411,193.9565,617.6787,25.85528,3246
"411",411,"Factor #411",9.2243,22,1125.736,1504.543,766.0435,578.2609,1524.03,678.3913,1164.287,1261,1315,4965.667,920,151.5217,1515.826,1385.533,435.6087,4578.979,445.5411,700,237.4039,887.3118,51.26087,4856.094
"414",407,"Factor #407",9.2302,22,1145,503.9029,1006,1069.043,537.4381,855,432.6522,1909,2390,4966,733,142.3881,1827.286,997.622,247.6856,4579,445.5411,1446,425.8729,465.946,167.45,4856
"415",408,"Factor #408",9.2302,22,812,1544,220.5056,160.4456,1524,200.1507,1610,2546,2556,1270.872,1073,151.5217,488.8523,1505.515,428.5652,1607.204,354.4022,578.9744,517.5554,887,50.37618,1707.247
"416",405,"Factor #405",9.2332,22,951,563.1899,1144,1064,722.2471,574,406.7826,1982.211,2764,4593,733.228,197.4134,1017,1101.707,424.8696,4454,445.5411,2583,524.6653,451.8286,65.90223,3332
"418",409,"Factor #409",9.2457,22,852.0872,568.1392,1128.696,792,728.2279,855.1739,707.4492,1062.926,2792.336,3934,733.228,142.5308,1827.286,705.5888,424.8696,1541,202.1972,2555,609.8731,452.1886,43.31099,3175
"420",419,"Factor #419",9.297,22,1509,1043,2253,1149,824,1644,1357,2132.957,987.5117,1462.704,983,379.9793,2755.98,1324,774,4545.024,1275,2909,532.8547,799,764,1727.714
"421",420,"Factor #420",9.2993,22,1508.652,1042.87,2077,855,841.3913,1644,1428,2132.957,984.992,1486.435,983.3537,380.8739,2755.98,1323.87,773.9565,4605.658,580,2908.602,510.2443,813,693,1900.277
"424",423,"Factor #423",9.3577,22,6810.389,7593,9943,9185.923,7181.632,2880,3006,7122,15938.06,8724.783,6368.513,654.9431,6706,7190,1265,11201.48,555,11407.4,3625,2803,186.4348,10248.27
"425",422,"Factor #422",9.3598,22,6798,7801,9943,9186,7182,10203,7390,7122,15938,8725,6368,655,6706,7190,2222,11201.48,1678,11407,3625,2828,186.4348,10248
"426",424,"Factor #424",9.3684,22,1241,7177.073,2495.617,1525,7034.241,6514.166,1942.823,6068.806,9288.195,2231,2877.513,654.9431,4901.004,6966.236,1818.826,11201.48,1644.261,3330,1631.087,2473.194,155.0435,2589
